연간 소득,현재 직장 근속 연수,체납 세금 압류 횟수,개설된 신용계좌 수,신용 거래 연수,최대 신용한도,신용 문제 발생 횟수,마지막 연체 이후 경과 개월 수,개인 파산 횟수,대출 목적,대출 상환 기간,현재 대출 잔액,현재 미상환 신용액,월 상환 부채액,신용 점수,주거 형태_월세,주거 형태_자가,주거 형태_주택 담보 대출 (거주 중)
0.1720985741661942,10,0,-0.6558093384117654,-0.9722405231232167,-0.4937485093858144,0,-0.15693004953197626,1,1,0,-0.24192772527752118,-0.22584872699833006,-0.9073792047214269,0.2675871926136624,False,True,False
0.2097804256786517,10,0,-2.0670383312796248,-0.5978308715321472,-0.5646206172502006,0,-1.0287998155719067,0,1,0,1.5445955711803598,-1.2473467923224781,0.3522617935796064,0.2675871926136624,True,False,False
-0.5690735483970492,4,0,0.09819883146943624,0.06040045086995799,-0.34872284064119496,1,1.7532577856055889,2,1,0,-1.0874929022658388,0.6472156903334844,-0.5881174394878677,1.1376761139116451,True,False,False
-1.1595453179647506,6,0,0.7094522479908428,-0.6599666193099207,-0.4751816884317356,1,-0.2697120142695171,1,1,0,-0.9417363787771473,0.44090801870111984,0.7399285487859246,1.020897438407812,True,False,False
1.529635748725195,2,0,-0.13398561696305167,0.9761793125130195,0.12964078445524368,0,0.24768910650880382,0,1,1,1.8690998283981597,-1.1109655398531615,-1.2564628378710159,-0.08431562250666305,True,False,False
1.8450052504352457,10,1,0.09819883146943624,1.767557500958324,0.4715393398836424,2,0.29400741938981784,0,1,0,0.3989844095775681,0.7942287081646219,0.24721708967084657,-1.078024459688282,False,False,True
-0.21439356567573922,8,0,1.0620023338771907,1.5503639949908468,0.3762890591028035,1,1.7532577856055889,2,1,0,-0.9343014375000952,-0.18348106086497082,-1.5707968861216268,0.992217575031044,False,True,False
-0.48336601193950024,2,0,-0.9529528105222254,0.794922508520186,-0.08611607501863724,0,-0.4503036025265356,0,0,1,0.10925070079847811,-0.5773289755808987,-0.19586709424861862,1.350154480636423,False,False,True
-0.16912412008610192,3,0,-0.6558093384117654,-2.0043184832262853,-1.062673805886242,0,-1.0287998155719067,0,0,0,-0.33249593564549285,-2.1110865729829023,0.5786083327836575,-0.7668195672158215,False,False,True
-0.1598868333692757,2,0,-1.6489204393578867,-1.1439955575326828,-0.31984719826480174,0,0.10355460435676711,0,1,0,-1.367108153725066,-0.7779679513183099,-1.345343198320245,0.9354672202206615,False,True,False
0.9535241287648899,5,0,-2.0670383312796248,0.16656195400324533,-2.7415907684769283,0,1.6361751972074294,0,0,0,-1.0683569011124723,-1.440161973658354,-0.642009591504932,0.021171685661512382,False,True,False
-1.4761042859589781,10,0,-0.38423619917931734,-1.3278728848484964,-0.33504434425002433,0,0.3842916887115153,0,1,0,-0.04924098138467247,-0.22998880738174685,-0.8715239566512389,0.770006070304851,True,False,False
-2.617159741831477,9,0,0.5180692149221419,-0.6390810776403109,-0.021047982121421466,1,0.6788707806299943,1,1,1,-0.8078657888346685,-0.4466945302723883,-0.6499484560216479,0.15307983635816957,False,False,True
1.714154261114395,10,0,0.31487037429797743,1.6475354182744533,2.060115099537688,0,0.33952966138561774,0,1,0,1.8007291169916722,1.460777883736425,3.5777121865165173,-0.08431562250666305,False,False,True
0.10034409218157934,8,0,0.5180692149221419,-0.537220516266315,0.04795197174964474,1,0.10355460435676711,2,1,0,0.0851213691816644,0.7918348982060988,-0.05462110011216451,-0.5725989906233167,True,False,False
-0.14995741569103277,10,0,0.890384060044558,-1.1694876381354076,-0.10894253992505369,0,0.6386135787028543,0,1,0,-0.19445133683088794,0.3941287297316708,-0.2022105665150508,-0.12541124133441453,True,False,False
0.36061606870675317,10,0,0.5180692149221419,-0.23723327761052648,-0.39641071489828883,0,1.3897616110065412,1,1,0,-0.44789858041558356,-0.5792333834901419,-0.5237862513124312,1.1376761139116451,True,False,False
-0.3604147504699911,10,0,-0.38423619917931734,-0.2549251340361905,-0.47834163796186735,2,0.20053602666278453,0,1,0,-1.3546071050838489,-1.2514163944297492,-0.5758415615952475,1.2883739001159846,True,False,False
-0.7186560593681409,10,0,0.09819883146943624,-0.537220516266315,0.4661548635923949,1,0.5977874528118418,0,1,0,-0.36487717967485855,0.7066417465721141,1.1875867784904541,0.06448651092566689,True,False,False
1.0364975603626743,2,0,1.809474393434924,-0.23723327761052648,0.024437056638571434,0,-1.9287722561077594,0,0,1,0.7056725171748137,0.44773007270545667,0.3158600610427793,0.10845320833290961,False,False,True
1.7002193327243507,7,0,-0.38423619917931734,1.9987968179118252,2.2052364092338728,0,-0.9459756001143289,0,0,1,0.7698458727392946,-0.6260463137376007,1.6233242469442544,-0.3778417262534246,False,False,True
-0.3949047515898858,8,0,0.09819883146943624,-0.10026330749821394,-1.1273534958852105,2,0.20053602666278453,2,1,1,1.269123812734705,-0.6336717941932738,1.7090047047099834,-1.1901205997560182,False,False,True
1.0158892552504952,10,0,-1.6489204393578867,0.9761793125130195,-0.6018587983570851,0,-1.0287998155719067,0,0,0,-1.3338900789686055,-0.01338634607391479,0.09275416635423953,-2.152747921959189,False,False,True
0.8192524982736392,10,0,-1.281359920102061,1.1334335163961449,-0.21686436623539382,1,0.6386135787028543,1,0,0,1.3807505339401582,-0.21347798769415083,1.415002904174455,-1.4110427217922383,False,False,True
0.06830590458719688,6,0,0.5180692149221419,-0.47807121330842617,0.6925891949729592,0,-0.04934894621114758,0,1,0,0.05949621217071337,0.5659081242454763,0.9501067242557347,1.078872519467878,False,True,False
-0.3533531544667532,0,0,0.5180692149221419,1.3823066279516638,-0.2576707145658671,1,0.10355460435676711,2,1,0,-0.5183152629537386,0.36978578887391533,0.4712665090097471,-1.2717034890250472,True,False,False
-0.4953189413430896,3,0,-1.6489204393578867,-1.1694876381354076,-0.2837488580687767,0,-0.7179877067318989,0,0,0,-1.5929929452141303,-0.7170397297755304,-1.1575256831724667,-0.12541124133441453,False,False,True
